Column1;text
6145;Стоит ли поступать?
6146;Сложно ли в вузе сдавать зачёты/экзамены? Сильно ли придираются преподы? Или весь учебный процесс проходит как на отвали?? 
6147;Всем привет кто-нибудь в 4 общежитии продаёт или отдаёт холодильник?
6148;Если во вступительных экзаменах отсутствует уровень с то что вместо него? Две базы? Темы остаются такими же какими и в первой части экза?
6149;Здравствуйте Подскажите как ведёт занятия лекции и семинары препод по информатике Малков Виталий Валерьевич? И что изучают издатели на информатике? Программа первые годы обучения как школьная или на информатике задания приближены к дизайну-верстке?
6150;"Что из себя представляет дисциплина ""Управление проектами"" по ПД?"
6151;Всем привет Кто-нибудь знает работает ли сейчас отдел договоров и в каком режиме?
6152;Народ подскажите пожалуйста кто брал академ по здоровью с какими диагнозами? Какой степени тяжести была болезнь?
6153;Дистант продлили?
6154;"Кто-нибудь знает можно ли как-то ""продлить"" дистанционку из-за невозможности приехать в данный момент в мск? Знакомый в питере сказал что он писал какое-то заявление и ему разрешили до 9 марта обучаться из дома (родного города)"
6155;Возможно ли очку совмещать с постоянкой? У кого как получалось и получалось ли? Что даёт отдел практики и трудоустройства? Возможно ли там получить вакансию которую можно будет совмещать с очкой?лайк/комм - отпишу
6156;Отличный ВУЗ не так ли?)
6157;Потерял студак(безвозвратно) Как получить новый ?
6158;А много и были ли вообще «новенькие» у вас на 2 курсе? Я сейчас на 1 курсе думаю перевестись к вам со 2го
6159;Когда будет доступен перерасчет за общагу в связи с пандемией? Куда обращаться и долго ли его делают? 
6160;Всем привет подскажите пожалуйста как подать заявление на перерасчёт за общежитие если не жила там 2 месяца?)
6161;Где найти в лк заявление на перерасчет общаги? 
6162;"Появился вопрос я 10 лет как закончил ВУЗ но так и не сдал ""обходной лист"" все печати и подписи имеются А что мне должны были отдать взамен?)"
6163;Знающие подскажите дадут ли общежитие по льготе если регистрация в Чернобыльской зоне временная?  пожалуйста
6164;Добрый день Хотела бы узнать можно ли заселиться в общежитие в середине учебного года и что для этого надо? Заранее спасибо)
6165;Расскажите пожалуйста о заочке Сложно ли обучаться? Много требуют? Как часто надо появляться в вузе? Сессия сдается очно?  В общем буду рада любой информации)
6166;Подскажите тяжело ли выбить семейную квартиру в 4 общажитии если я учусь в Политехе а жена нет?
6167;Если ЦРС спросить то они скажут сколько оценок по каким предметам будет в дипломе и сколько из них может быть четверок на красный диплом (в штуках не процентах)?
6168;До какого числа нужно написать заявление на выход из академа? И дистанционно это или как? 
6169;Привет всем от абитуры Есть вопрос нужно ли к первому курсу приобрести хороший ноут для работы?
6170;А когда день открытых дверей ? Я не понимаю у кого это можно узнать
6171;Добрый день Хотела бы узнать можно ли заселиться в общежитие в середине учебного года и что для этого надо? Заранее спасибо)
6172;Подскажите пожалуйста может ли иностранный первокурсник который пока не был в Москве получить электронный вид студенческого билета?
6173;До какого числа продлятся каникулы после сессии?
6174;Всем здарова Посчастливилось мне закрыть эту сессию наотлично Кто знает - какая придёт стипуха в феврале - повышка или как за прошлый семак?
6175;Подскажите пожалуйста какие предметы сдавались на 2 курсе 3 семестр и какие будут в 4 семестре ? 
6176;Что есть долг? Это одно задание или один предмет?
6177;Есть ли парковка при универе?
6178;Подскажите пожалуйста как можно отпроситься у деканата на неделю?
6179;прикладная математика и информатикаТе кто поступал в 2019 году расскажет подробнее про учебу и насколько лёгкий процесс перевода с другого направления/вуза? 
6180;Девочки 4 общага кто-нибудь делает маникюр?)
6181;За сколько дней до начала учебной практики обычно публикуется её график? Сказали что по документам она начинается с 8 февраля но пока никаких сведений о расписании нет(
6182;Если потерять стипендию после этой сессии как и через какой срок её можно вернуть?
6183;скажите пожалуйста после 2 семестра много кого отчисляют ? И что делать чтобы не отчислится ? ( пж)
6184;Я короч на первом курсе и хочу узнать есть ли Люди кто по информатике шарит??просто очень нужно отпишитесь в лс пожалуйста)
6185;Что будет если незачёт по пд?
6186;Сложно ли пересдать у Архипова В Н?
6187;4я общага У кого- нибудь есть тонометр?) (мерить давление)
6188;перестают ли выплачивать социальную стипендию если есть тройки по экзаменам и не аттестован по одному предмету?
6189;Если я уже один раз подавала документы на перевод с платного обучения на бесплатное и меня не перевели то могу ли я ещё раз попытаться перейти на бюджет?
6190;Как принимает Осипов АИ? (инфа)
6191;Всем привет на сайте написано что нужен дополнительный медосмотр Его результаты надо загружать вместе с результатами и аттестатом или проводить отдельно после подачи документов? 
6192;Всем доброго времени суток Вопрос для тех кто учится по направлению журналистики(очно-заочно) Интересная ли программа и возможно ли самостоятельное ее изучение(те заочное отделение)? Какую характеристику можно дать преподавательскому составу?
6193;сколько процентов от одногруппников отчисляются после 1 курса?
6194; Какой формы нужна медицинская справка для академа?
6195;Всем привет Ребята кто из магистратуры и живет в общежитии? Расскажите как вам общажка)
6196;"Те кого отправляли в продюсерский центр ""Сеть"" на практику (журналистика) можете рассказать что-нибудь об этом? Или лайкните пост сама напишу Вам в ЛС"
6197;Расскажите как принимает экзамен по истории Широбоков СМ? В подслушке чет инфы никакой о нем нет Интересует чего ждать от него и реально ли получить автомат без ебения вопросами если на парах был и все тесты в лмс решил
6198;Внутри вуза есть кофейня? Или что-то похожее))
6199;Привет всем Хочу спросить что у вас по общаге? Всем выдаются и сколько стоит?
6200;срочно Скажите в ваш вуз можно перевестись со 2-3 курса на коммерцию? А на бюджет? Любая специальность Может у кого-то есть какие-то сведения
6201;Всем привет) Как обстоят дела с поселением в общежитие в этом году?
6202;есть ли финская сауна при общежитии?
6203;Как узнать какое решение вынес совет/комиссия о переводе на бюджет? В какой момент и где посмотреть решение/приказ или об этом оповестят сами?
6204;Скажите пожалуйста  на лекции можно кушать? ???? 
6205;Здрасте Расскажите пожалуйста как взять академ отпуск? Это реально если не закрыта сессия прошлого года или уже нужно забирать документы?
6206;Есть ли шанс получить общагу платнику?
6207;Как принимает Дедехина ОВ ?
6208;Что там политех тоже на очное с 8 февраля переходит? Есть у кого инфа/слухи?
6209;Стоит оплачивать учебу за 2 семестр если у меня 10 пересдач в 1 семестре или сразу отчисляться ? 
6210;Кто окончил бакалавриат в 2020 году и сдавал только ВКР у вас в дипломе стоит оценка за госэкзамен? Или только за ВКР?
6211;Кто-нибудь знаетможно ли приехать в будние дни договор забрать ?
6212;Всем привет Знает кто-нибудь как принимает экзамен Максимов Юрий Викторович? Предмет процессы формообразования и инструмент
6213;Такой вопрос кто учиться на специальность ИБ автоматизированных систем?Отпишите в комментарии хочу задать пару вопросов тк хочу поступать
6214;Ну так что у Бабушкина-то? Че все в тряпочку молчат?
6215;Есть ли в универе места где можно поспать? 
6216;Никто не знает как легально пересдать экзамен не своему преподу?
6217;Подскажите пожалуйста сколько делается справка о стипендии (доходах)? ()
6218;Ребят  а как тут с кибер спортом? 
6219;Когда обычно у заочников весенняя сессия? В каком месяце?
6220;Привет ) а касса университета работает ?Можно приехать и оплатить там?
6221;Как принимает экзамен Зайцев Сергей Алексеевич?
6222;Народ с ИБ у кого Бутакова вела в осеннем семаке можете в лс написать?
6223;Всем приветДумаю переводиться к вам на прикладную информатику на второй курс Можете рассказать про предметы которые были на первом и как вам вообще программа и преподы ? Как вам корпус и группа?
6224;Всем привет Как принимает экзамен Руковицин Илья Геннадьевич? Предмет техническая механика
6225;Как Бабушкин дистанционно принимает физику ? 
6226;Очень нужна помощь по вступительным по информатике матем и русскому К ним нужно готовиться по пробникам егэ? Сильно ли темы и задания отличаются от заданий егэ и от заданий прошлых лет?
6227;Кто вчера сдавал экз у Колтунова?
6228;Кому-то уже приходила мат помощь за этот семестр?
6229;Как принимает экзамен Дикова Елена Викторовна?
6230;Подскажите можно ли заказать справку об обучении ?дистанционно или нужно личное присутствие ? 
6231;Есть движ в общаге на день студента ?
6232;Подскажите пожалуйста как получить стипендию иностранным студентам которые находятся в своей страны и пока не были в Москве? 
6233;А когда выходим на учебу?
6234;Может кто рассказать порядок проведения экзамена по начерту на дистанте особенно у Фазлунина?
6235;Сложно ли сдать экзамен у Горшковой?
6236;Здравствуйте Возник вопрос к тем кто на платной основе платит обучение по семестрам и у кого была ситуация что не успевал к началу семестра заплатить полную сумму за 1 семестр Договорной отдел давал вам право поделить сумму за 1 семестр на пару частей (или на две части) и заплатить одну до начала семестра а другие(ую) в течении семестра? Или давал передвинуть срок выплаты к примеру не до 1 числа а до середины определённого месяца? Какие требовались документы (свои или тех кто оплачивал за вас обучение) чтоб изменить график выплат 1 семестра? Или нужно было какое-то заявление писать?
6237;Студент Мосполитеха? Хочешь свободно общаться на английском? Твой уровень владения «ниже плинтуса» и у тебя мало времени? Мы приведём тебя к цели за 5 месяцев  Чем же мы лучше и уникальнее? 1 80% каждого занятия мы посвящаем разговорной практике 2 Каждый наш преподаватель прошел кембриджскую переподготовку 3 Учитель на уроке друг и помощник а не «надзиратель» 4 С нами ты освоишь грамматику и пополнишь словарный запас в игровой манере 5 Занятия онлайн в Zoom гарантируют доступ из любого места и с любого устройства  Старт онлайн группы «с нуля» уже 9 февраля Занятия по вторникам и четвергам с 2000 до 2130 (или укажите в заявке удобное для вас время и мы откроем дополнительную группу) Для студентов у нас специальная скидка Осталось всего 2 места в данной группе Запись на курс по ссылке - - - > PS сейчас у нас идут онлайн группы всех уровней – присоединиться можно уже сегодня wwwdream-englishru/mospolytech
6238;"Добрый деньПодскажите пожалуйста В ведомостях по одному предмету стоит две графы экзамен и курсовой проект Если все экзамены (в том числе и этот) сданы на ""отлично"" а только курсовой проект на ""хорошо"" будет повышенная стипендия или нет?"
6239;Ребят а Динилевская с вами учится?
6240;Добрый вечер Если кто-то сдавал расскажите как принимает экзамен (не зачёт) по высшей математике у первокурсников Раджабов ЗР?
6241;Преподаватель по английскому меняется каждый семак или может преподавать у группы до конца 4 курса?
6242;Всем стипухи Как принимает физику(электростатика) Бабушкин на дитанционке? За работу во время семестра реально автомат на 4-5 получить?
6243;когда скинут степуху за январь?))) 
6244;пожалуйста Подскажитекто-нибудь сдавал академическую разницукак все проходит и сложно ли?
6245;До какого числа длится дистанционобучение?
6246;Проездной работает вовремя академического отпуска? (Бакалавриат) 
6247;Много ли ребят -иностранцев  кто уехал домой и не может вернуться ? Отзовитесь 
6248;Привет Хотела бы задать такой вопрос возможно ли писать конспекты на айпаде вместо тетрадок? Как преподаватели к этому относятся? 
6249;Всем привет кто может помочь с пхп? (Не бесплатно)
6250;Поднимут ли стипендию с этого года? Есть какая-нибудь информация?
6251;Как подать заявление на перед с платки на бюджет? Когда это делать и каковы шансы перевестись?
6252;А што есле ни прити на пару? Што будит? 
6253;Подскажите как проходит аттестационная комиссия при переводе в ваш ВУЗ?
6254;Если нужна справка об обучении её можно получить только лично в ЦРС? Или как-то отправить они могут?
6255;"Как принимает экзамен по истории Рогожкин? Валит? Обещал нам осенью автоматы сейчас игнорит вопрос о них Выслал 70 билетов а там просто темы а не конкретные вопросы (вот к примеру ""История как наука"" И о чем говорить-то конкретно как понять?) ответ на каждую тему выходит объемным целую лекцию читать можно"
6256;Есть кто сдавал вступительные по информатике математике и русскому за этот или прошлый год? Буду премного благодарен за помощь по поступлению
6257;Графики и не только У меня куча вопросов Если вы с чем-то сталкивались поделитесь Закрывал ли кто-то сессию/сессии экстерном ? Поделитесь опытом Возможно ли это в целом?Вопрос к тем кто брал Академ По какой причине вам его дали? Можно ли жить в общаге на время академа?Есть ли у Графиков заочка?
6258;Как проходит экзамен у Алибекова Игоря Юсуповича теория алгоритмов?
6259;Добрейшего дамы господа и все неопределившиесяКто учится на периодических изданиях и мультимедийной журналистике можете рассказать о поступлении вступительных и тд?Планирую поступать в этом году (планирует проверяй) есть вопросы а возможности приехать почекать самостоятельно нетМожно  можно не  как угодноСпасибо ??
6260;"Всем хай )Кто сдавал Еникееву матан? Как принимает? При решении задач только ответ смотрит или все решение? И если я правильно его поняла ""бонусы"" - это только возможность получить оценку выше (если между 4/5 то 5) Или все же есть автоматы на самом экзамене? Спасибо )"
6261;Ребят кто сдавал зачет у Логачева? Можете рассказать строго ли он вообще принимает зачет и как он вообще проходит?
6262;Есть кто с управления качеством в принтмедиа с 3 и 4 курса?
6263;Здравствуйте Такой вопрос Когда в политехе начинается пересдача экзаменов с зимней сессии? Летом кажется видела сообщения что пересдача зимней сессии начинается осенью с сентября-октября но точно не помню А то на вечернем отделении получила пересдачу расписания пока нет но хотелось бы понять когда примерно начинается этот период пересдач
6264;Ребят если не получить все зачеты во время зачетной недели то допустят к экзам по другим предметам?
6265;Как принимает экзамен по начертательной геометрии НСвисткова?
6266;есть кто учится на 540301 на граф дизайне? планирую поступать туда в этом году есть несколько вопросов по вступительным
6267;Кто поступал на базе первого высшего или спо (желательно в 20том году)? Отпишите пожалуйста в комментарии/ поставьте лайк есть несколько вопросов я отпишу
6268;Господареально ли к вам перевестись на 1 курсе после 1 семестра на бюджет? Сейчас тоже учусь в мск вузе на бюджетеИли лучше переводится после 1 курса  пожалуйста
6269;Как проходит зачёт у Волковой ТА по истории зарубежной журналистики?
6270;?? Два наших лучших исполнителя окажут вам любую помощь и консультацию в учебе Скажи НЕТ долгам?? [id270864678|Радей Грин]  [id270864678|СОПРОМАТ  ТЕРМЕХ ТЕХМЕХ И ДРУГИЕ]?? [id250279869|Матвей Знатоков]  [id250279869|МАТЕМАТИКА  СТРОЙМЕХ  ТЕРМЕХ  ФИЗИКА И ДРУГИЕ]?? А еще мы помогаем по  Химии физике  философии  электротехнике  прикладной механике информатике  гидравлике  детали машин  ТОЭ  ТММ истории  экономике и различным языкам??Опыт работы более 7 лет? Вступи в группу и получи скидку ???? [club133800290|HELPik] P/s Вступил в группу? - Сообщи исполнителю чтобы не потерять скидку
6271;Подскажите как принимает экзамен Латыпов? (экономика)
6272;Как принимает Зорин (реклама)?
6273;Подскажите пжлст как принимает экзамен Латыпов Надыр по экономике? Валит?
6274;Ребята всем привет Подскажете пожалуйста как принимает экзамен Латыпов Надыр Абдулкадирович?Чёт страшно стало перед сессией?? пожалуйста
6275;Как принимает экзамен Юдаев и Латыпов?
6276;Есть информация когда снимут ограничительные меры для посещения например профкома?
6277;Хочу поступать на ипиит - программное обеспечение игровой компьютерной индустрии есть кто с этого направления? Сколько адекватных хорошо знающих свой предмет мотивированных обучать преподавателей от общего количества?
6278;Можно ли как-то попросить преподавателя остаться на следующий семестр? Я слышалчто они меняются каждый семестр 
6279;Как принимает Сергеев начерт? Возможно ли вытащить зачёт на 1 курсе когда ничего не знаешь?
6280;Есть тут те кто переводился на другое направление после 1 семестра?Есть несколько вопросов
6281;Кто учится на 090302 в дизайне/мультимедиа можете ответить на несколько вопросов в ЛС? Собираюсь поступать в этом году
6282;продаёт кто-то холодос в 4 общаге? 
6283;Шо как вам майкрософт тимс Ребята?
6284;Добрый вечер Собираюсь поступать в данный вуз в этом году не могли бы вы рассказать про учебный процесс на строительстве но и на строительстве уникальных зданий и сооружений? Да и вообще про плюсы и минусы обучения А также хочется услышать про вступительные экзамены Буду благодарна за помощь??
6285;Люди добрые кто поступил на художественную обработку материалов можете рассказать требования по творческому экзамену? Сколько нужно чтобы пройти на бюджет?
6286;Ребят помогите пожалуйста Кто-нибудь решал итоговый тест по выш Мату (1 курс Закир Рамазанович)? Если кто-то решал или может открыть скиньте пожалуйста скрины заданий
6287;Привет) Очень хотелось бы узнать у студентов факультетов IT как им обучение и не пожалели ли они о своем выборе? Оправдались ожидания? Учат действительно нужному и полезному? Как я поняла принтмедиа хромает или же не всё так плохо и тоже стоит рассмотреть?
6288;Ребят как сдать экзамен по начерту у Марии Павловны за 1 семестр 1 курс? Пускает ли на экзамен если сдал работы поздно и она не успела проверить?
6289;Кто оформлял студенческую подписку на спотифае- какой документ прикрепляли для подтверждения статуса студента?
6290;Гайз как найти контакты или информацию про психологическую помощь студентам? Точно знаю что есть психологи в университете - как к ним сейчас можно попасть?
6291;Ребят кто знает можно ли где-то найти электронную копию своего аттестата?
6292;Есть кто живой с факультета Аддитивных технологий? Отпишитесь пожалуйста есть пара вопросов перед переводом??
6293;Кто сдавал Экзамен Подобаеву? Как это проходит?
6294;ребят у кого-нибудь есть лабораторные по микропроцессорным устройствам и системам?
6295;4 Общежитие как ловит оператор Билайн в 3 подъезде? Особенно интересуют высокие этажи
6296;У кого вёл Ноздрин «Разработка и стандартизация программных средств и технологий»?
6297;Кто-нибудь знает с какого числа начинается второй семестр?
6298;Как проходит при?м отработок в дни сдачи экзаменов? Есть ли дежурные преподаватели и как часто принимаются отработки? АНОН
6299;Что будет если с 3 раза не сдать экзамен и вообще сколько МАКСИМУМ попыток даётся закрыть сессию? 
6300;Известно ли что-нибудь про следующий семестр дистант или очно? Какие слухи ходят?
6301;ребят 3-4 курс с полиграфии мб у кого-нибудь остались билеты по материалке? а то нам сказали что вопросы будут по лекциям и чет как-то тяжко
6302;Помогите у кого были такие же задания по начерту на первом курсе как сделать разрез ???
6303;Можно ли поменять преподавателя по практике если бОльшая часть группы за? 
6304;Расскажите про дизайн в этом вузеХочу поступать к вам но я не знаю всех деталей обученияЖелательно подробнее+как вы поступили(конкретно на дизайн)Помогли ли олимпиады? Конкурсы? Как сдали егэ?Желательно чтобы ответили ребята которые смогли поступить на БЮДЖЕТЗаранее спасибо
6305;Ребят как сдать экзамен по начерту у Фазлунина за 1 семестр 1 курс? Сложно ли возможно списать?
6306;А какой у вас рекорд?)
6307;Расскажите о поступлении в аспирантуру высшей школы печати по направлениям ИПИТ ? Сложные вступительные? Большой конкурс? Нужны ли публикации для поступления?
6308;Если поступать после колледжа нужно сдавать вступительные? Если красный диплом
6309;"Привет как мне узнать о всех активностях происходящих в вузе? Есть ли какой-нибудь день по типу ""знакомство с университетом""?"
6310;Как принимает экзамен Громова О Б (ТОЗОС)?
6311;Привет всем кто нибудь может помочь по конструированию изделий легкой промышленности?
6312;Ребят есть кто со старших курсов КИС? нужна помощь
6313;Как осуществляется перевод на бюджет при наличии вакантного места? В какие сроки лучше подать заявление и на что обратить внимание? Через сколько принимается решение?
6314;Подскажите пожалуйста  за что могут лишить стипендии бюджетника ? 
6315;Кто может за 500 рублей помочь переписать не особо большие 2 лабы?Они уже готовытолько на лист переписать более или менее похожим подчерком Ставьте +я напишу
6316;Подскажите а Автошкола вообще норм в политехе? Что вообще хорошего/плохого можете о ней сказать?)
6317; пожалуйста СпасибоРебят всем здаров Кто шарит за матан ?
6318;ребят хочу поступить к вам скажите пж оправдались ли ваши ожидания перед поступлением или же мотивация учиться прошла?
6319;Подскажите какой конкурс в аспирантуру много ли желающих обычно? И где найти конкретно эту информацию в цифрах на разные направления? Я из другого университета
6320;Может ли быть такое что меня не допустят к зачету и в таком случае что делать ? И что если я не сдам зачет что будет ? 
6321;Доброго времени суток хотелось бы поинтересоваться у студентов влиял ли как-то аттестат со школы на ваше поступление?
6322;Хочу перевестись в другой вуз когда меня отчислят если я сейчас полностью забью на учебу ? Через сколько после обычной сессии допса ? Учусь на 3 курсе
6323;Ладно раз уж тут обсуждают увлечения есть тут фанаты формулы 1? А в московский фанклуб ходите?
6324; Ну что перваки готовы к сдаче первой сессии?
6325;Какие есть скидки по студаку? ??
6326;Какой из корпусов самый классный?
6327;Подскажите как провести на территорию студента другого вуза?
6328;Доброго времени суток выпускники к вам вопрос как обстоят трудоустройства с дипломом вуза?
6329;Есть ли в универе женский футбол?))
6330;Как узнать перевели тебя или нет на другую специальность?
6331; Уважаемые знатоки вопрос если отчислиться с бюджета то есть ли возможность потом вернуться тоже на бюджет и если да то как?
6332;Говорят что если сделать прививку от ковида включат социалки Правда?
6333; Есть тут кто увлекаются лего и собирает его? Хотелось бы пособирать с кем нибудь
6334;Кто знает можно ли получить повышенную стипендию на первом курсе за олимпиады и сколько? 
6335;"Есть ли у кого-то решенные варианты по термеху с курса ""Теоретическая механика Часть 2 Кинематика"" ргр к-5 Или есть кто может помочь?"
6336;Кто может помочь начертом первый курс? (За вкусняхи офк)
6337;Можно ли ходить на лекции других факультетов?
6338;Проходят ли какие-нибудь студенческие тусовки или любой другой движ в вузе?
6339;Есть ли в вузе поэтический или литературный кружок? Кто-нибудь хотел бы в такой вступить?
6340; пожалуйста расскажите о том можно ли в общагах жить женатым парам? если да то какие условия?
6341;Есть кто сдавал вступительные русский математику и физику? Очень нужно задать несколько вопросов
6342;Где посмотреть списки на отчисление? БЕЗ ШУТОК ПОЖАЛУЙСТА  МНЕ РЕАЛЬНО НУЖНА ЭТА ИНФА
6343;Дадут ли сейчас академ на 1 курсе если есть основания (семейные проблемы)?
6344;Здравствуйте Скажите пожалуйстаучусь в данный момент в магистратуре но пока не работаю предоставляется ли помощь в поиске места для прохождения преддипломной практики в университете?
6345;Кто-то поможет с изотерикой? Никак не получается сдвинуть предмет с места
6346;Подскажите пожалуйста если ли у нас в универе женская команда по баскетболу? Если да то есть ли тренировки сейчас?  пожалуйста
6347;сть тут фурри? 
6348;Что в вузе с кикбоксингом? Слышал есть сборная
6349;Подскажите кто знает существует ли ещё в вузе клуб по мафии и если да то работает ли он?
6350;Оргазмирую от прикосновения одногруппника как перестать?
6351; пожалуйста Как в нашем в вузе получают 2 образования сразу? Что нужно для этого к кому обращаться?
6352;Почему люди называют этот вуз шарагой? Хочу туда в этом году поступить Работу реально найти после выпуска? Или стоит рассмотреть другой вуз?
6353;Подскажите есть какая-нибудь комната с потерянными студентами предметами? Где спросить можно? Или они уже сгинули в небытие?
6354;Всем привет можно ли отработать модуль дистанционно не у своего преподавателя?
6355;Дайте плиз ответ нормальныймой диплом будут читать кто то помимо руководителя или можно продолжать писать бред? 
6356;Привет Ко вступительным экзаменам готовиться так же как егэ или по-другому?
6357;Какие предметы самые сложные на 2 курсе? 
6358;Прошу помочь может кто-нибудь знает как забрать аттестат сейчас из универа? Куда позвонить?
6359;Какие привелегии у тех кто платит за учебу?
6360;Народ такой вопрос кому звонить чтоб узнать об оплате обучения ? (Желательно телефончик написать) Заранее спасибо
6361;Кто учится по направлению Прикладная информатика на 3-курсе  Хотель перевести обучение по этому направлению Советуете? Как обучение? 
6362;Привет Кто-нибудь знает при каких условиях и при каком количестве четвёрок выдаётся красный диплом бакалавриата? Заранее спасибо
6363;Кто-нибудь живёт сейчас в общежитии приехать можно за вещами?
6364;Кто-нибудь в курсе матпомощь в этом семестре от деканата придёт ?
6365;Всем приветскажите пожалуйста Сложно ли перевестись к вам в вуз с сохранением курса те на 2 курс?
6366;Как сейчас отрабатывается физ1ра? 
6367;Будет ли дистанционка в следующем семестре? 
6368;С какой песней у вас ассоциируется универ? (Необязательно песня это может быть трек) (и не обязательно один)
