,text
671,Здравствуйте а что делать студентам которые не могут записаться на проект из-за своего факультета? Можно как-то индивидуально рассмотреть эти варианты? Так как раньше они были в проекте а потом их туда просто не пустили
672,"Добрый вечер днем оставила заявку в гугл форме и вопрос сейчас мне нужно выбирать вариант ""не выбран"" в лк или оставить без ответа?"
673,Добрый вечер днем были проблемы с записью на проекты подал гугл форму на проект внутренней разработки теперь он назначен в Лк нужно ли заполнять гугл форму которую надо было заполнить для подпроектов?
674,А если уже записался на то что не хотел выбирать но выбора не было???
675,Здравствуйте Можно ли поменять проект если я хотела записаться на другой но мест не было?
676,а если уже заявку оставили в форме?
677,Подпроект в лк ещё не должен был появиться?
678,"Я на проекте ""Группа проектов CG-2024"" Где можно узнать расписание и добавиться к группе?"
679,Да тут у некоторых проектов такое описание что идёшь на кота в мешке просто   В рамках моего проекта в Фонде Сколково нужно создать испытательный стенд для отработки технологии на базе УАЗ Буханка  Это ВСЁ описание проекта Электромобиль УАЗ Вдохновляет?  И даже видео визитки нет(
680,Кураторы проекта у вас разные?) А про форму не имею ни малейшего понятия сама от этой проблемы страдаю
681,классный копипаст а смысл мы форму заполняли описывали там возникшие траблы чтобы нам копипастом ответили лишь бы мы отвалили? так и кураторы у нас разные как мы подключим их
682,Чем вам нн не нравятся? Я честно не покушаюсь на чужие проекты
683,Почему? Рандомом закидывают туда где недобор
684,Может быть такое что я опоздала с записью? Сейчас зашла а большинство проектов уже не активны
685,на какой записвалась? тут таймер можно изменить или в лс
686,Спустя 4 часа мне пришел еще один ответ А можно хотя бы узнать на каких проектах остались места??
687,Здравствуйте Возможно такой вопрос уже звучал но все же Скажите пожалуйста мы не подавали заявку на продолжение проекта во втором семестре можно ли это сделать сейчас чтоб не присоединяться к другому проекту а продолжить свой?
688,а потом перевестись на другой проект нереально?
689,А где найти форму для выбора проекта? В лк?
690,А когда ответят если сейчас заполнил?
691,После заполнения этой формы нужно дожидаться ответа перед тем как заполнять форму с выбором подпроекта?
692,А где заполнять форму с технической проблемой?
693,Опять через форму? У меня нет ни одного для выбора в ЛК
694,Так то есть если у меня в окошке выбранного проекта стоит то что я выбрала то я в проекте и всё ок?
695,написать какой проект выбираем?
696,Если на каждом проекте было по 1-2 места утром то куда пойдут остальные тысячи студентов политеха? или проекты есть но выбрать их нельзя
697,Есть те у кого вообще не доступен выбор проектов?
698,Вопрос возможно не по теме но все такикто в первом семестре занимался скоростным веломобилем? Это единственное более менее норм направление было Я просто на другом был и хотел бы понять
699,Доброго времени суток Весь день пытаюсь выбрать проекты но на какой ни нажимаю выдает это Подскажите пожалуйста в чем мб проблема?
700,Проблема в том что он одобрен Он был вывешен Люди из других направлений не могут на него записаться Преподаватель нам об этом не говорил эту информацию мы узнали минут десять назад Скажите пожалуйста можно как-то их записать на проект? Людей из машиностроения и фит на проект иллюстрирование произведений с помощью нейросети
701,То есть исключений нет? И невозможно никак это обговорить?
702,Здравствуйте возник вопрос по поводу распределения по направлениям Ситуация такая первый курс в первый семестр собралась группа 13 человек Всей группой мы подали заявку на проект нам её одобрили Однако несколько человек у нас технари (факультет машиностроения фит) И у них нашего проекта (иллюстрирование произведений с помощью нейросети) нет Они ждали пока появится однако не появился за это время все остальные проекты закрылись Дело в том что преподаватель нам этого не говорил с ситуацией мы полностью ознакомлены не были  Вопрос возможно ли несколько людей с технарских направлений зарегистрировать на проект иллюстрация произведений с помощью нейросети? Если да то куда обращаться что писать и так далее Заранее спасибо за ответ @Seythr
703,А почему ничего не получается выбрать?
704,Хорошо  А в подпроектах в гуглформе MoveNgain выбирать? Или указывать название игрового проекта?
705,Добрый день  Выбрала группу проектов игровой индустрии выше писали про какую-то гугл форму для заполнения Вопрос такой нужно ли дополнтельно что-то указывать/заполнять? И как выбрать определённый игровой проект который указан в документе в описании проекта?
706,А можете пожалуйста подсказать что делать в данной ситуации?
707,Когда появятся новые места? С новой волной в 1800? У нас со всей группы 2 человека проект выбрали остальным что делать рандомно распределяться?
708,Для подпроектов из групп нужно ждать ответа? Или как понять что я все таки попал в проект
709,Что делать  если до 1500 я отправила Гугл форму  так как лк не работал  а сейчас личный кабинет заработал  но мой проект  который был написан в форме уже закрыт?
710,"Добрый день если вы не против то я бы хотела провести небольшую пропаганду моего проекта так как на странице проекта и в визитке информация из-за моей ошибки невероятно скудная Проект ""Комикс с элементами анимации"" рассматривает возможность изменять изображение на отдельном фрейме пока читатель скролит комикс вниз Показываемое изображение напрямую будет зависеть от его нынешнего положения на экране Подобная технология использовалась для создания официальных комиксов по игре ""Little nightmares"" (https//youtube/VT-NhkUgkKg?si=FVXRE7hVUdILezzL) Там оно создавалось с помощью 3d изображений Для воссоздания данной технологии потребуются в первую очередь программисты Художники для данного проекта не сильно востребованы но 3d моделирование может оказаться полезным навыком Если кто-то заинтересовался то буду рада увидеть вас на проекте  Ссылка на проект https//projectsmospolytechru/tproduct/413315123-523544008651-komiks-s-elementami-animatsii"
711,так а появятся нью проджектс?? 4 1-0 старс енжоер
712,У меня 0 проектов на выбор с 1220 где-то ровно с того момента как я смогла зайти Что теперь делать?) Через форму пытаться податься на какой-то другой проект?
713,Нормально что у меня до сих пор такая картинка?
714,И когда? А то в 1200 были смешные цифры 2 места  вы серьёзно?
715,А места новые будут или уже нет?
716,Во вторую волну можно выбирать тем у кого 2 звезды?
717,Ну вы молодцы с пары смогли выйти а если это важная пара? Если нет возможности выйти? Если сайт у кого-то работал а у кого-то нет? Не стоит растягивать свой личный опыт на всех
718,Здравствуйтеу меня рейтинг две звезды я не могу выбрать проект потому что с 12 часов дня не работает личный кабинет Мос Политеха что делать в таком случае?
719,Не совсем понимаю что вы хотите от куратора ЦПД  Если у вас совсем нет пунктов выбора Заполняйте форму тех проблем В таком случае есть шанс остаться на нашем проекте  Если же у вас всё-таки что-то можно выбрать то выбираете оставшееся   Вроде понятная инструкция   Касаемо пунктов негодования  1) ЛК лёг  разве это входит в юрисдикцию куратора ЦПД с которым вы тут общаетесь (Ведь именно так здесь представлена Ксения а не как разработчик платформы)?  Собирайте петицию подписывайте отправляйте жалобы в отвечающие за работу сайта ведомства ВУЗа  2) Не можете записаться на свой же проект  Проблема заявляющего вас куратора или тимлида который не поставил галочки на требующиеся специальности  3) Хотели записаться на что-то новое но не видите возможности выбора этого проекта у себя в пунктах  Опять же проекты набирались согласно заявленным направлениям Для части проектов данные направления указаны например проекты внешней разработки А что касаемо проектов без указания направлений то вы сами выбрали взять кота в мешке     Лично свой опыт Заявлял проект указывал достаточно разношерстную группу специальностей На данный момент проект в разделе IT сам я с урбанистики и старая команда подавляющим большинством также Но к вашему удивлению мы смогли увлечëнным старым составом туда попасть (см пункт 2) В частности это было не только из-за изначального правильного выбора направлений но также поскольку мы  подключились заранее либо же в 12 ровно тк были крайне заинтересованы в участии в проекте    В заключении хочу сказать  Вы были уведомлены о ограниченном количестве доступных мест а также сами сталкивались с проблемами системы ранее И если вы не смогли сделать выводы и адаптироваться или же предупредить данную ситуацию заранее то это целиком ваша вина Вы ответственны за своё развитие не всё будет идеально и к этому нужно быть готовым
720,"Каким образом я как студентка первокурсница несу ответственность за сайт ВУЗа и систему которая из года в год работает плохо? Пытаться переложить ответственность на человека который недоволен чьей-то плохо выполненной работой просто глупо)) Убегают все наверное потому что студенты не должны за ""спасибо"" и зачет делать работу благодаря которой в том числе ВУЗ деньги зарабатывает Очень профессионально с вашей стороны переходить на личности в ответ на сообщения от людей которые по рассказам официальных источников ждали совершенно другого а столкнулись с суровой реальностью Людей которые действительно виноваты нет в этом чате Но сотрудник поддержки не может на ""у меня не работает"" отвечать ""приходите к нам в штат - почините"""
721,Не могли бы Вы ответить пожалуйста?
722,Я правильно понимаю что для 2 звезд и 1 звезды кол-во квот разные? Можно ли войти в волну выбора 1 звезды чтобы попытаться успеть забрать место?
723,здарова чо делать если 2 старс и не могу выбрать проджект??
724,Прошу прощения что задаю глупые вопросы но мне важно убедится Если я подала гугл форму мне можно не беспокоится и меня автоматически закрепят за тем проектом который я хотела?
725,Ольга Вы ж ит? Идите ко мне на внутреннюю будете помогать выстраивать систему Будем ее проектировать
726,Время и шансы - это ежесеместрово падающий сайт? Это тысяча одинаковых заявок в гугл форму потому что проблема у всех одна и она никак не решается?
727,Я понимаю что у вас сейчас бешеная нагрузка но примерно сколько обрабатывают запрос? Есть страх что когда я дождусь его обработки останусь по итогу ни с проектом который я хотела ни с возможностью выбрать другие И что вообще даёт гугл форма? Она добавляет студента на тот проект который он хочет?
728,Здравствуйте я инициатор проекта я не совсем понимаю должна ли я буду записываться на свой проект сама или мне должно прийти приглашение на проект который я инициировала? И куда должно прийти приглашение если оно придёт? И ещё вопрос если на инициированный проект люди подают гугл-формы то кто их будет рассматривать?
729,Куда записываться если квоты закончились?
730,В следующий раз пожалуйста давайте студентам ясно понять что чтобы записаться на нормальный проект - надо мониторить сайт минута в минуту а то я спокойно сидела на паре и не подозревала что выбор проекта - настоящий балаган У вас n студентов на каждом направлении но мест на этих самых студентов насколько становится понятно не хватает Откроются какие-то новые возможности для записи после того как к выбору приступят еще люди других рангов? И кто не успел - распределится случайно? А столько меда в уши было что с хорошим рейтингом можно записаться куда хочешь Ага как же
731,"Вы ведь понимаете что это выглядит как банальная отписка о невозможности решить ту или иную проблему? И те решения которые вы даёте сводятся к ""пишите в форму и что-то случится""?"
732,А как узнать что мой запрос на гугл форме обработали и что то по нему сделали?
733,"Здравствуйте скажите если я хочу попасть на проект ""Малый Digital"" но ровно с 1200 сайт лк не работал а сейчас работает с перебоями и я выбрать данное направление не могу уже то моя заявка в гугл форму бесполезна? выбирать другой проект?"
734,"А где-то через  гугл-форму или еще как-то можно довыбрать или если лк открывается и есть только опция ""не выбран я и выбираю ""не выбран""?"
735,Может ли кто нибудь хоть как нибудь ответить на мой вопрос?
736,А если ты не можешь попасть в свой же созданный проект?
737,"Если загрузилась страница только сейчас проектов уже нет и написал тех заявку надо выбирать ""не выбран""?"
738,почему бы прямо на витрине проектов не упомянуть направление в описании проекта?
739,"Здравствуйте на витрине есть проект ""Создание и развитие мультимедийных площадок Московского Политеха"" но у меня в лк этого проекта нет хотя он входит в моё направление Это так и должно быть?"
740,Те вот условно сейчас вижу проекты claudius econo kids home++ и так далее по списку в лк во чтото из этого списка меня и определят?
741,Те мне сейчас только выбирать опцию не выбран? Если так делаю то попадаю во что-то с витрины проектов из раздела IT или куда-то чего на витрине проектов не было?
742,Тоже пришлось выбирать не IT так как мест не осталосьможно будет как-то поменяться или записать очнохоть куда-то?
743,А как выделяли достаточно квот если проектов всего 1 остался уже сейчас и в нем одно место? Очень сомневаюсь что я единственный кто не зарегестрировался И в какую группу тогда я попаду если сейчас ничего не выбрано? В один из представленных в личном кабинете но уже заполненный или в какойто вообще нетзвестный проект?
744,Есть ли шансы если ничего не выбирать попасть в те проекты которые уже «погасли» в личном кабинете? Просто с учетом того как полег сайт думаю тот что сейчас был не занят уже забрали
745,Остался один проект абсолютно невнятный хотелось бы узнать будут ли доп места какие-то или куда я попаду вообще?)  Не очень хотелось бы имея направление IT попасть на проект по условной журналистике или чему-то такому)
746,А если показывает вот так а мы хотим выбрать лабораторию нашего направления САПР почему она закрыта?
747,и значит если я заполню форму в закрепленном сообщение проблем не будет Что делать после отправки заявки? Просто ждать ?
748,"Здравствуйте на витрине есть проект ""Создание и развитие мультимедийных площадок Московского Политеха"" но у меня в лк этого проекта нет хотя он входит в моё направление Это так и должно быть?"
749,Но там уже все проекты разобрали Больше не будет возможности на какой то проект попасть?
750,А будет еще один набор в 18? На него отдельная квота? Я как понял на первый набор квота закончилась
751,У меня не открывается лк для подачи заявки Как я говорил у людей которые смогли открыть свое лк моего проекта даже не было для выбора Это значит ли что на мой проект не открыли квоты и моя заявка по факту бесполезна и будет отклонена ?
752,А когда личный кабинет в себя придет?
753,"Выполнение пожеланий-это выкидывание создателей проекта которые его с самых начал разрабатывали просто потому что они из ""неподходящей"" специальности?  Классно"
754,Это бред вы же понимаете? Разве система проектов не предполагает за собой получение новых навыков путем работ в сфере не всегда связанной специальности Иначе я не понимаю почему в 1 семестре была возможность выбрать сферу вне зависимости от специальности А сейчас нас просто выкидывают из уже сформированного коллектива
755,Ответьте что делать тем кто не может податься на свой проект потому что он не отображается?
756,У меня не открывается страница в лк Пишет что сервис не доступен У моего друга получилось но у него нет нашего проекта и мы не можем зарегистрироваться Нам нужно написать форму и просто ждать ?
757,У меня уже нет доступных проектов что делать?
758,добрый день а для каких направлений доступен проект от тинькофф?
759,в смысле? вы же сказали что квоты ограничены получается что донабора не будет на направления верно?
760,"Здравствуйте я представляю проект ""Студенческая кухня"" и нашего проекта почему то нет на витрине Хотя баллы у нас за предыдущий семестр высокие и проект вроде как продлили Почему так произошло и как это можно исправить?"
761,Добрый день относится ли веб-студия Polyweb к группе проектов? Как я поняла да но гугл форма отсутствует
762,то есть для студентов с двумя звёздами которые просто не могут зайти на сайт из-за технической неспособности домена выдержать нагрузку уже всё решено?)
763,Я надеюсь на вторую волну хоть докинут мест?
764,здравствуйте форма для выбора подпроекта будут позже предоставлены? заранее благодарю за ответ
765,Те участникам проекта которые по сути создавали этот проект с нуля теперь на него никак не попасть просто потому что направление не то?👍
766,Можете объяснить что это значит?🥹
767,Когда отправят приглашения участникам проектов?
768,если у меня все вылетело когда я сохраняла выбранный проект он не выбрался да?
769,Ну то есть если мне не повезло - мне не повезло? Так распределение идёт? По везению?
770,что делать если личный кабинет вообще перестал открываться после попытки записаться на проект?
771,А в течение какого времени надо заполнить гугл форму если записался на проект игровой индустрии? А то я записалась а гугл форму открыть не могу потому что не грузится ничего
772,почему при выборе не было некоторых проектов с витрины проектов?
773,Если я заполнил гугл форму заранее но не успел выбрать проект то что? Меня не назначат?
774,Подскажите пожалуйста что делать в этом случае?
775,А если из этих ничего не подходит как выбор делать?
776,Кого-то пускает на запись проектов?
777,Да спасибо А где можно увидеть список существующих проектов старших курсов?
778,Скажите пожалуйста если мне должно прийти приглашение на проект оно придёт в течение дня или когда по расписанию откроется возможность выбора проекта?
779,А какой проект для Вас был бы интересен?
780,Добрый день на витрине есть Создание и развитие мультимедийных площадок Московского Политеха но в разделе ПД в личном кабинете его нет можно ли как-то записаться на него?
781,На почве отсутствия действительно интересных к сожалению проектов возник вопрос Что необходимо для инициализации своего собственного проекта с следующего семестра?
782,Ещё хотел уточнить если я подавал проект и его одобрили то мне самому нужно на него записываться или я уже автоматически на него записан ?
783,а тогда следующий вопрос  для инициативных проектов не вижу самой группы только уже конкретные проекты она появится попозже на выборе?
784,Доброе утро Подскажите пожалуйста на витрине проектов есть группы проектов(игровой индустрии внутренней внешней разработки) а есть с подписью конкретный проект из выбранной группы  Куда нужно записываться в целом на группу например инициативных проектов или уже на конкретный с названием?
785,доброе утро ребята из проекта «INVADE» кто тут есть можете пожалуйста скинуть в ЛС демонстрацию геймплея? ссылка в документе по какой-то причине не работает
786,Доброе утро Хотела уточнить на витрине проектов это все те проекты куда может записаться 1-ый курс? То есть можно записаться на проекты игровой индустрии?
787,⚠️ Уважаемые студенты 1 курса очной формы обучения ⚠️ Сегодня состоялась онлайн-презентация проектов весеннего семестра 2024 года   📌 1 Ссылка на запись трансляции от 29 января https//youtubecom/live/GAcrRMJ8bGs?feature=share  📌 2 30 января в 1200 стартует регистрация на проекты весеннего семестра 2023/24 учебного года Регистрация будет доступна только в вашем личном кабинете в разделе «Проектная деятельность»  📅 30 января в 1200 открывается регистрация студентам с рейтингом ⭐️⭐️  📅 30 января в 1800 открывается регистрация студентам с рейтингом ⭐️  📅 31 января с 1200 регистрация будет открыта всем студентам   Регистрация доступна до 1200 01022024 в личном кабинете студента в разделе «Проектная деятельность» https//emospolytechru/old/indexphp?p=projects  📌 3 Вам необходимо выбрать один проект и записаться на него Вся информация для принятия решения доступна на витрине проектов http//projectsmospolytechru/  📌 4 5 февраля состоится первое занятие по проектной деятельности где вы познакомитесь со своими кураторами по проектной деятельности и проведёте первую встречу по проекту всей командой  📌 5 Если у вас возникли технические проблемы с регистрацией на проект то сообщите нам об этом через гугл-форму https//formsgle/64Rd9HX7WEgNxFkR9  Желаем успехов и до скорых встреч
788,"То есть это не студенческая инициатива? И текст ""Создание цифровой платформы"" в описании не актуален?"
789,Вечер добрый Хочу пообщатся по поводу проекта NERA Можете пожалуйста мне написать? Проект вероятно новый раз визитка загружена 1 день назад хочется больше узнать о мотивации/планах/набросках
790,"Добрый день есть кто-нибудь с проекта ""Малый Digital""?"
791,добрый день а может быть так что проект приняли но не смогли найти преподавателя и в итоге его нет в списке на выбор?  я знаю что кафедра математики предлагала цпд проект но на витрине его нет (
792,Добрый день есть ли сейчас возможность  создать свой проект и заниматься им на проектной деятельности?
793,А на диплом получается не ходить?
794,Это я понимаю но что делать то?
795,Что делать если пары пд проходят во время занятий по преддипломной практике?
796,И как можно связаться с кем-то с проекта разработки портала социальных программ?😶 И когда примерно пересдача?
797,Здравствуйте извините за беспокойство В прошлом семестре я долго не знала на каком я проекте поэтому не набрала нужные баллы Как я могу добрать их в этом семестре?
798,Подскажите пожалуйста куда переехал ЦПД?
799,Я правильно понимаю что у старших курсов возможности сменить проект нет?
800,Нашёл один проект по которому нет даже видео визитки 🥲 Как возможно связаться с куратором проекта «Электромобиль УАЗ»?
801,Здравствуйте запись на проект Synthadry невозможна?
802,то есть есть таки возможность записаться на несколько проектов? я тогда не ослышалась?
803,Хорошо спасибо Есть универсальный способ найти связь с куратором?
804,Подскажите на установочном собрании упомянули что запись не на все проекты возможно в связи с конкретным направлением обучения и выставленными требованиями Возможно-ли каким-то образом заранее понять подхожу ли я в тот или иной проект? Или надо смотреть проекты строго из своего направления(В моём случае в направлении транспорт всего 6 проектов что не является вдохновляющим выбором)?
805,Здравствуйте Нам на трансляции сказали что можно записаться как на проекты 1-ых курсов так и на проекты старших но при этом на сайте насколько я понимаю не видны проекты старших курсов так на них можно будет в итоге записаться?
806,"здравствуйте почему для записи на группу проектов игровой индустрии нужно  выбирать ""Группа проектов внутренней разработки""? это ошибка или так и должно быть"
807,Здравствуйте запись на проект Synthadry невозможна?
808,Добрый день а как проходят занятия у очно-заочной формы обучения? В кабинете есть только ссылка на СДО но курса еще нет преподаватель тоже не назначен
809,Добрый день Хочу попасть на проект Audit application EXEED Подскажите если я выберу Группа проектов внешней разработки из витрины смогу ли я на него попасть?
810,Добрый вечер что делать в ситуации когда не поставили рейтинг по проектной деятельности? У студентов из других групп с такими же баллами есть рейтинг А у студентов из разных групп но с одним руководителем нет рейтинга ни у кого видимо не поставили но из-за этого что ли выбирать последними? Как-то не честно вышло
811,Подскажите плез Пришло в лк смс о том по дисциплине управление проектами надо пройти тесты на 60+  Это сумма балов по всем тестам 60+ или по каждому тесту надо 60+ набрать?
812,Добрый вечер подскажите пожалуйста зачем указывается 2 времени в расписании?
813,Добрый вечер Как узнать своё количество звёзд в рейтинге за Проектную деятельность?
814,"Добрый вечер Подскажите пожалуйста Нашу группу подключили к курсу СДО ""Основы технологического предпринимательства 23-24"" В задании указано что нужно выполнить тесты по темам с 1 по 16 Правильно ли мы понимаем - итоговый тест делать не нужно?"
815,вы можете видеть актуальное расписание здесь https//docsgooglecom/spreadsheets/u/1/d/e/2PACX-1vSybcuU7Cv0_IGEg8sP7LD_mxQYu3akGUj_xxKX-5gXtdqcwAeDhtWRM8d4WGqscS3_LIQBWUThqoXk/pubhtml?gid=0&single=true эта же ссылка доступна в личном кабинете  Обратите внимание - в некоторых случаях могло измениться время или локация эта информация только для 2-5 курсов 1 курсу еще предстоит выбор проекта
816,Добрый вечер подскажите пожалуйста занятия по проектной деятельности начнутся 29 января?
817,Добрый вечер 2+ курсы у которых проект на год они ориентируются на старое расписание/расписание по ссылке?
818,Добрый день недавно перевелся из другого ВУЗа как я могу прикрепиться к проекту?
819,Понятно то есть ситуация невозможна к разрешению? К сожалению наша группа не была осведомлена о сроках проставления рейтинга кураторами и ждала до последнего появленич этой информации в личном кабинете
820,Здравствуйте Как я понимаю график пересдач по проектной деятельности будет доступен в личном кабинете там пока данные только за 2023 год В течение какого срока этот график можно ожидать? Или уже график есть просто я не то смотрю
821,А можете всё-таки сказать сколько примерно будет длиться собрание в понедельник? Нашей группе нужно провести видеовстречу с преподавателем но мы не понимаем во сколько сможем это сделать
822,Здравствуйте что делать если в личном кабинете не прописан рейтинг хотя я работала в проекте ходила на все пары?
823,⚠️Информация для студентов 1 курса очной формы обучения  📌 29 января в 1040 состоится установочное собрание по проектной деятельности для студентов первого курса  Собрание будет проходить дистанционно в формате видеоконференци  🔗 https//youtubecom/live/GAcrRMJ8bGs?feature=share  Ознакомиться с актуальными проектами можно будет с 29 января на сайте-витрине  🔗 http//projectsmospolytechru/  📌 30 января в 1200 стартует регистрация на проекты весеннего семестра 2023/24 учебного года Регистрация будет доступна только в вашем личном кабинете в разделе «Проектная деятельность»  📅 30 января в 1200 открывается регистрация студентам с рейтингом ⭐️⭐️ 📅 30 января в 1800 открывается регистрация студентам с рейтингом ⭐️ 📅 31 января с 1200 регистрация будет открыта всем студентам   ❗️1 февраля в 1200 регистрация закрывается❗️   ☠️ Все студенты которые не зарегистрируются на проект самостоятельно будут распределены на проекты автоматически случайным образом Изменить результаты автоматического распределения будет нельзя   ❗️Начало очных занятий по проектам — 5 февраля❗️
